epoch,train_loss,mse,rmse_valence,rmse_arousal,mae_valence,mae_arousal,corr_valence,corr_arousal,pred_valence_std,pred_arousal_std,true_valence_std,true_arousal_std,corr_score
28,0.762850535767419,0.06147696177164714,0.2688507805977717,0.22510703971320314,0.21511702239513397,0.17905355989933014,0.03252332657575607,0.10872448235750198,0.06890274584293365,0.10458803176879883,0.25599920749664307,0.20463964343070984,0.14124780893325806
29,0.7780795821121761,0.059888406594594316,0.2661305133244897,0.22124955379311778,0.21230928599834442,0.17547325789928436,0.07173988968133926,0.11057941615581512,0.0691976547241211,0.10004372149705887,0.25599920749664307,0.20463964343070984,0.1823193058371544
30,0.7740527221134731,0.05766019026438395,0.2610475702041901,0.21719699742799883,0.20786522328853607,0.17100219428539276,0.11414117366075516,0.12151143699884415,0.06624267250299454,0.09740818291902542,0.25599920749664307,0.20463964343070984,0.2356526106595993
31,0.7706817729132516,0.05756792227427165,0.2597061175112053,0.21837715322222306,0.20603272318840027,0.17112909257411957,0.12284596264362335,0.12694786489009857,0.06541585177183151,0.10316091775894165,0.25599920749664307,0.20463964343070984,0.24979382753372192
32,0.7699800729751587,0.059720698992411295,0.2637503471869403,0.2233319153106091,0.21003900468349457,0.17682521045207977,0.05828866735100746,0.11648685485124588,0.06781929731369019,0.10398843139410019,0.25599920749664307,0.20463964343070984,0.17477552220225334
33,0.7663183425154004,0.0578534722328186,0.2621000131905053,0.21681910907726293,0.20880398154258728,0.16926637291908264,0.06566385924816132,0.12363119423389435,0.06431901454925537,0.09834770858287811,0.25599920749664307,0.20463964343070984,0.18929505348205566
34,0.7729826143809727,0.05760103861490885,0.26118806869233147,0.2167553303408536,0.20757505297660828,0.16972030699253082,0.09517468512058258,0.1218736320734024,0.06346594542264938,0.09691724926233292,0.25599920749664307,0.20463964343070984,0.21704831719398499
35,0.7729357310703823,0.05782152811686198,0.2594280343815949,0.21986394190292954,0.20584943890571594,0.17338046431541443,0.11762621253728867,0.12163916230201721,0.06482723355293274,0.09863419085741043,0.25599920749664307,0.20463964343070984,0.23926537483930588
36,0.7524564521653312,0.057072436809539794,0.2584642351014695,0.21758016212098713,0.2049889713525772,0.17069204151630402,0.1375766098499298,0.12044624239206314,0.06595070660114288,0.09660429507493973,0.25599920749664307,0.20463964343070984,0.25802285224199295
37,0.771525285073689,0.05833774010340373,0.26130311615341684,0.2199912871320645,0.20719340443611145,0.17139650881290436,0.11280405521392822,0.11605207622051239,0.06495317071676254,0.10443555563688278,0.25599920749664307,0.20463964343070984,0.2288561314344406
38,0.7571394188063485,0.05756974220275879,0.25921033722583714,0.21897371807154317,0.20627155900001526,0.17060300707817078,0.11344337463378906,0.1161365658044815,0.06646429747343063,0.10231737792491913,0.25599920749664307,0.20463964343070984,0.22957994043827057
39,0.7528897396155766,0.05847918192545573,0.26180196264793876,0.2200411430814476,0.2082037478685379,0.17223402857780457,0.09973953664302826,0.10968116670846939,0.06772375851869583,0.10136988759040833,0.25599920749664307,0.20463964343070984,0.20942070335149765
40,0.7301943387304034,0.05888690948486328,0.2630702749686237,0.22038113897842315,0.20879630744457245,0.17398637533187866,0.09907297790050507,0.10722234100103378,0.06789340823888779,0.09774592518806458,0.25599920749664307,0.20463964343070984,0.20629531890153885
41,0.7554125487804413,0.05859683354695638,0.2617723353173706,0.22061029524333953,0.20764118432998657,0.17481692135334015,0.12124737352132797,0.10665719211101532,0.06760894507169724,0.09656054526567459,0.25599920749664307,0.20463964343070984,0.2279045656323433
42,0.7632925893579211,0.057663583755493165,0.25882480302562016,0.21985651200158485,0.20606139302253723,0.17396244406700134,0.12589392066001892,0.10894312709569931,0.06924028694629669,0.09641231596469879,0.25599920749664307,0.20463964343070984,0.23483704775571823
43,0.7488236853054592,0.05936137040456136,0.26340483812557264,0.22212749573663837,0.20986559987068176,0.17580214142799377,0.09595496207475662,0.10612110793590546,0.07057199627161026,0.0997462049126625,0.25599920749664307,0.20463964343070984,0.20207607001066208
44,0.7717665689332145,0.05965245167414347,0.26466637019249706,0.22193832266195035,0.2110927551984787,0.17522114515304565,0.0723440945148468,0.10480402410030365,0.07232154160737991,0.10058332979679108,0.25599920749664307,0.20463964343070984,0.17714811861515045
45,0.7695019032273974,0.05907218058904012,0.2628640409408203,0.22146525493892827,0.209612175822258,0.174626886844635,0.07492569088935852,0.10498816519975662,0.07149133831262589,0.1003185510635376,0.25599920749664307,0.20463964343070984,0.17991385608911514
46,0.7571942806243896,0.05853828191757202,0.26125255740889763,0.22096079579439729,0.20800288021564484,0.17452682554721832,0.0889710783958435,0.1139601394534111,0.06993799656629562,0.09995600581169128,0.25599920749664307,0.20463964343070984,0.2029312178492546
47,0.7621007476534162,0.05839152733484904,0.261144021249476,0.2204242564885494,0.20773501694202423,0.17430369555950165,0.09269265085458755,0.1145617887377739,0.06987655162811279,0.09901908785104752,0.25599920749664307,0.20463964343070984,0.20725443959236145
48,0.748933732509613,0.05848991870880127,0.26151734758826156,0.2204280083778428,0.20799602568149567,0.17446374893188477,0.09149498492479324,0.11337175220251083,0.07006171345710754,0.09836681932210922,0.25599920749664307,0.20463964343070984,0.20486673712730408
49,0.7547684226717267,0.05839685996373494,0.26098111810292385,0.22064127941695044,0.2073824256658554,0.17476621270179749,0.101413793861866,0.11396313458681107,0.07034716010093689,0.09892650693655014,0.25599920749664307,0.20463964343070984,0.21537692844867706
50,0.7320365692887988,0.05840845902760824,0.2609399481333028,0.2207425343934862,0.20721612870693207,0.17456211149692535,0.10449546575546265,0.11336731165647507,0.070721834897995,0.09976702183485031,0.25599920749664307,0.20463964343070984,0.2178627774119377
51,0.7622819415160588,0.058699878056844075,0.261544610919174,0.2213462809485708,0.2076045125722885,0.17566369473934174,0.10007867217063904,0.11351499706506729,0.07079213857650757,0.0992034301161766,0.25599920749664307,0.20463964343070984,0.21359366923570633
52,0.7596804882798877,0.0587043046951294,0.2619361828275061,0.22090280833755943,0.2077198624610901,0.17541202902793884,0.10052356123924255,0.11461786180734634,0.07060738652944565,0.09962089359760284,0.25599920749664307,0.20463964343070984,0.2151414230465889
53,0.7566107341221401,0.05823565324147542,0.2613088472380643,0.2195199206676797,0.20721594989299774,0.1738986223936081,0.10512155294418335,0.11641740798950195,0.07031604647636414,0.09894085675477982,0.25599920749664307,0.20463964343070984,0.2215389609336853
54,0.754211038351059,0.05834386348724365,0.2610838719387893,0.22027921898715005,0.207015261054039,0.1744665503501892,0.10843797028064728,0.1142858937382698,0.0708351582288742,0.09949788451194763,0.25599920749664307,0.20463964343070984,0.22272386401891708
55,0.7496144856725421,0.058133137226104734,0.26012348678988295,0.22045873935554888,0.20628435909748077,0.1742870956659317,0.11571112275123596,0.11439888924360275,0.0703890472650528,0.10010333359241486,0.25599920749664307,0.20463964343070984,0.23011001199483871
56,0.7464534384863717,0.058096671104431154,0.26010028535001534,0.22032064023772482,0.20622611045837402,0.17407940328121185,0.11609679460525513,0.11441121995449066,0.07054069638252258,0.10026754438877106,0.25599920749664307,0.20463964343070984,0.2305080145597458
57,0.7551981466157096,0.05814135471979777,0.26013240876799315,0.22048547021684256,0.2061222940683365,0.17450055480003357,0.11944617331027985,0.11397857964038849,0.07025715708732605,0.0996917262673378,0.25599920749664307,0.20463964343070984,0.23342475295066833
58,0.7645620065076011,0.05808802843093872,0.2599208196097464,0.2204931492487317,0.2059352844953537,0.1746261566877365,0.12094195932149887,0.11369874328374863,0.06999170780181885,0.09940265119075775,0.25599920749664307,0.20463964343070984,0.2346407026052475
59,0.7449910853590284,0.05797380208969116,0.2596673994857901,0.22027357041567522,0.20568326115608215,0.17444977164268494,0.12429232895374298,0.11390586197376251,0.06987974047660828,0.09937451034784317,0.25599920749664307,0.20463964343070984,0.2381981909275055
60,0.7377597136156899,0.05806864897410075,0.2596845428583038,0.22068356959036187,0.20561036467552185,0.17492498457431793,0.12688744068145752,0.11300113052129745,0.06987487524747849,0.09935416281223297,0.25599920749664307,0.20463964343070984,0.23988857120275497
61,0.7444138399192265,0.0582131028175354,0.25997117880030457,0.22100044579968,0.2057260423898697,0.17517341673374176,0.12651892006397247,0.1120375394821167,0.07013753056526184,0.09990822523832321,0.25599920749664307,0.20463964343070984,0.23855645954608917
62,0.738106940473829,0.05806557734807332,0.2598540220220204,0.2204700522110599,0.20547868311405182,0.1747727394104004,0.13168944418430328,0.1127348244190216,0.06987781077623367,0.09942822903394699,0.25599920749664307,0.20463964343070984,0.2444242686033249
63,0.747821433203561,0.05797693332036336,0.25982844518111514,0.22009780886491873,0.20549902319908142,0.17444705963134766,0.13045258820056915,0.1127786785364151,0.06999463587999344,0.0992356389760971,0.25599920749664307,0.20463964343070984,0.24323126673698425
64,0.7571966222354344,0.05800313949584961,0.25991601820992555,0.22011347296219907,0.20562481880187988,0.174540713429451,0.12762264907360077,0.11353592574596405,0.07015614211559296,0.09930156171321869,0.25599920749664307,0.20463964343070984,0.24115857481956482
65,0.7532876857689449,0.058044524987538655,0.2598773744611351,0.22034701591011432,0.20559734106063843,0.17478984594345093,0.1272468864917755,0.11302497237920761,0.07031530141830444,0.09921961277723312,0.25599920749664307,0.20463964343070984,0.24027185887098312
66,0.7486870629446847,0.05806988080342611,0.25990892344186045,0.2204248311063663,0.2057056725025177,0.17488208413124084,0.12599506974220276,0.11275716871023178,0.07065007835626602,0.09924701601266861,0.25599920749664307,0.20463964343070984,0.23875223845243454
67,0.7380067833832332,0.058063991864522296,0.25977810134181817,0.22055228319607803,0.20564673840999603,0.17499609291553497,0.12616604566574097,0.11222796142101288,0.07084311544895172,0.09924262762069702,0.25599920749664307,0.20463964343070984,0.23839400708675385
68,0.7588589830057961,0.0581146240234375,0.2597949793012223,0.22076191583304175,0.20566615462303162,0.17514266073703766,0.12599562108516693,0.11208636313676834,0.07075761258602142,0.09956709295511246,0.25599920749664307,0.20463964343070984,0.23808198422193527
69,0.7401687247412545,0.05807778437932332,0.2596936520560433,0.2207142312285241,0.20557241141796112,0.17510156333446503,0.12733787298202515,0.11210185289382935,0.07088734209537506,0.09944385290145874,0.25599920749664307,0.20463964343070984,0.2394397258758545
70,0.75056540114539,0.05804173151652018,0.2595755663383836,0.22068979847601555,0.205399751663208,0.17503362894058228,0.12967504560947418,0.11196798831224442,0.0708291232585907,0.09954633563756943,0.25599920749664307,0.20463964343070984,0.2416430339217186
71,0.7416071934359414,0.05800774097442627,0.2593574184755526,0.22079223758005553,0.20518134534358978,0.1751335710287094,0.13200624287128448,0.11202165484428406,0.07077459245920181,0.09955659508705139,0.25599920749664307,0.20463964343070984,0.24402789771556854
72,0.7415288516453334,0.05802950859069824,0.2595157281734269,0.22070475383596347,0.20529837906360626,0.17498880624771118,0.13132722675800323,0.1124163568019867,0.07066609710454941,0.09987814724445343,0.25599920749664307,0.20463964343070984,0.24374358355998993
73,0.7626012393406459,0.05805451472600301,0.25960268919489404,0.22071577559142214,0.20537015795707703,0.17488400638103485,0.12994948029518127,0.11257776618003845,0.07071316987276077,0.10027754306793213,0.25599920749664307,0.20463964343070984,0.24252724647521973
74,0.7441525714738029,0.05806181033452352,0.2595816799915334,0.22077356750339744,0.20535729825496674,0.17494376003742218,0.12981927394866943,0.11227227747440338,0.07075287401676178,0.1002877950668335,0.25599920749664307,0.20463964343070984,0.24209155142307281
75,0.7433287118162427,0.058050572872161865,0.25949468321765073,0.22082492539456278,0.20531156659126282,0.17501172423362732,0.13010507822036743,0.11216119676828384,0.07083567976951599,0.10026785731315613,0.25599920749664307,0.20463964343070984,0.24226627498865128
76,0.7433292950902667,0.058067123095194496,0.2595743751638498,0.22080623277483094,0.20540781319141388,0.17500995099544525,0.12871599197387695,0.11194804310798645,0.07088007777929306,0.10018965601921082,0.25599920749664307,0.20463964343070984,0.2406640350818634
77,0.738231863294329,0.05807096560796102,0.25958409097008844,0.22081219670220628,0.20540949702262878,0.17503270506858826,0.12862129509449005,0.11207015067338943,0.0708993524312973,0.1002105101943016,0.25599920749664307,0.20463964343070984,0.24069144576787949
78,0.7383805981704167,0.05811140537261963,0.2596565677339247,0.22091011030013766,0.20547771453857422,0.17511840164661407,0.12792105972766876,0.11185707151889801,0.07102750986814499,0.10038655251264572,0.25599920749664307,0.20463964343070984,0.23977813124656677
79,0.7467068199600492,0.05810006459554037,0.25960670715485745,0.22091741202136478,0.20543172955513,0.17512409389019012,0.12836775183677673,0.1117231473326683,0.07101072371006012,0.1004261001944542,0.25599920749664307,0.20463964343070984,0.24009089916944504
80,0.758993136031287,0.05809295574824015,0.2595907066950247,0.22090399724168097,0.20535868406295776,0.1750909835100174,0.12951554358005524,0.11188306659460068,0.07095448672771454,0.10054048150777817,0.25599920749664307,0.20463964343070984,0.24139861017465591
81,0.7580328796591077,0.05803289810816447,0.25949650641572175,0.2207427790979313,0.20525087416172028,0.1749420166015625,0.13092590868473053,0.11215882003307343,0.07093410193920135,0.10044790059328079,0.25599920749664307,0.20463964343070984,0.24308472871780396
82,0.756242458309446,0.058031042416890465,0.2594828823660209,0.22075033105002406,0.205255925655365,0.17500144243240356,0.13065476715564728,0.11238668859004974,0.07097352296113968,0.10033145546913147,0.25599920749664307,0.20463964343070984,0.24304145574569702
83,0.7503935268947056,0.05802121559778849,0.259477886223336,0.2207116825841538,0.20523349940776825,0.17497579753398895,0.1311994194984436,0.11254416406154633,0.0710085779428482,0.10033693164587021,0.25599920749664307,0.20463964343070984,0.24374358355998993
84,0.7527350229876382,0.05802817344665527,0.25946859716213116,0.22075414489859557,0.20521405339241028,0.17503251135349274,0.13170379400253296,0.11235951632261276,0.07101799547672272,0.10035330802202225,0.25599920749664307,0.20463964343070984,0.24406331032514572
85,0.7407497295311519,0.05803252061208089,0.2594608009854671,0.22078300819587807,0.2052139937877655,0.1750626564025879,0.1316499412059784,0.1124703586101532,0.07105100154876709,0.1003994271159172,0.25599920749664307,0.20463964343070984,0.2441202998161316
86,0.7471388961587634,0.058017857869466144,0.2593964699970799,0.22079219539910416,0.20514743030071259,0.17507807910442352,0.1326897293329239,0.11249490827322006,0.07102316617965698,0.1003900021314621,0.25599920749664307,0.20463964343070984,0.24518463760614395
87,0.7246172981602805,0.05798392693201701,0.25931114939045763,0.22073872034431236,0.20508116483688354,0.17501312494277954,0.1332462877035141,0.11263515055179596,0.07102576643228531,0.10039293766021729,0.25599920749664307,0.20463964343070984,0.24588143825531006
88,0.7469303905963898,0.05797899564107259,0.25926685491635815,0.22076839562134845,0.20502863824367523,0.17502461373806,0.13422256708145142,0.11258023977279663,0.0709955021739006,0.10048139095306396,0.25599920749664307,0.20463964343070984,0.24680280685424805
89,0.7497230001858303,0.05796627600987752,0.25921845710282565,0.22076762784386453,0.20498411357402802,0.17506186664104462,0.13479110598564148,0.11255183070898056,0.07103677839040756,0.10038796812295914,0.25599920749664307,0.20463964343070984,0.24734293669462204
90,0.7505529948643276,0.05794615745544433,0.259211257012288,0.2206849538023674,0.2049730122089386,0.17498841881752014,0.13499443233013153,0.11262575536966324,0.07102782279253006,0.10035952925682068,0.25599920749664307,0.20463964343070984,0.24762018769979477
91,0.7395183614322117,0.05795598030090332,0.25921191810678357,0.2207286364234099,0.20496803522109985,0.1750442534685135,0.13500651717185974,0.11251536011695862,0.07105003297328949,0.1003684476017952,0.25599920749664307,0.20463964343070984,0.24752187728881836
92,0.7521790436335972,0.05796151955922445,0.2592343655758053,0.22072739594274202,0.20498539507389069,0.1750388890504837,0.13481470942497253,0.11250147968530655,0.07105285674333572,0.1003800630569458,0.25599920749664307,0.20463964343070984,0.24731618911027908
93,0.742538605417524,0.05796753565470378,0.2592513795197955,0.22073464463928263,0.20499016344547272,0.1750454604625702,0.13512729108333588,0.11247052997350693,0.07104811072349548,0.10040154308080673,0.25599920749664307,0.20463964343070984,0.2475978210568428
94,0.7400981272969928,0.057974632581075033,0.2592755908511691,0.2207383743764149,0.2050115019083023,0.17504876852035522,0.13492001593112946,0.11247064173221588,0.07106084376573563,0.10040877759456635,0.25599920749664307,0.20463964343070984,0.24739065766334534
95,0.7345136872359684,0.0579727570215861,0.2592724585926024,0.22073356452264387,0.20500434935092926,0.17504233121871948,0.13508161902427673,0.11244365572929382,0.07106323540210724,0.1003987193107605,0.25599920749664307,0.20463964343070984,0.24752527475357056
96,0.7377386902059827,0.05797184308369954,0.2592764816700887,0.22072472086886732,0.2050143927335739,0.17503222823143005,0.13483665883541107,0.11244979500770569,0.07108835875988007,0.10040155053138733,0.25599920749664307,0.20463964343070984,0.24728645384311676
97,0.7402593408312116,0.05796229839324951,0.2592630759586157,0.22069722564374705,0.20501168072223663,0.1750054657459259,0.1346724033355713,0.11253094673156738,0.07110942155122757,0.10038851946592331,0.25599920749664307,0.20463964343070984,0.24720335006713867
98,0.7489195593765804,0.05797437032063802,0.2592754615384909,0.22073734490775657,0.20502671599388123,0.17504535615444183,0.1344059258699417,0.11251934617757797,0.07112386077642441,0.10041753202676773,0.25599920749664307,0.20463964343070984,0.24692527204751968
99,0.7244014399392265,0.05798416137695313,0.25930468456418526,0.22074739467923818,0.2050507515668869,0.17505325376987457,0.13424724340438843,0.11254086345434189,0.07113347202539444,0.10044993460178375,0.25599920749664307,0.20463964343070984,0.24678810685873032
100,0.7486910138811383,0.057981566588083906,0.25931076150542637,0.2207284338964301,0.20505304634571075,0.1750524491071701,0.13443352282047272,0.11257059872150421,0.07113321870565414,0.10039405524730682,0.25599920749664307,0.20463964343070984,0.24700412154197693
